"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"41718530","HUNTS POINT JUICE BAR & DELI","Bronx","620","MANIDA STREET","10474","3479189442","Spanish","2025-01-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2025-01-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.812582405866","-73.887883451493","202","17","009300","2006661","2027650290","BX27"
"41286452","CAFE KATJA","Manhattan","79","ORCHARD STREET","10002","2122199545","Eastern European","2022-11-14T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","5","A","2022-11-14T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.71768735712","-73.990465589601","103","01","001800","1005449","1004130049","MN27"
"50115119","JANNAT ADEN RESTAURANT","Bronx","2620","AVENUE Z",,"7185004894","Middle Eastern","2025-07-09T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","27",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"2",
"50130805","METRO MARCHE","Manhattan","30","WEST   57 STREET","10019","2129837474","American","2025-07-01T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","27",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.763432020739","-73.975116911159","105","04","011201","1081139","1012720056","MN17"
"50058927","BLUE DOOR SOUVLAKIA","Brooklyn","8413","3 AVENUE","11209","2186808600","Greek","2022-05-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2022-05-18T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.624841632068","-74.030479756047","310","47","006200","3152742","3060250005","BK31"
"40703791","STARBUCKS","Manhattan","30","ROCKEFELLER CENTER PLAZA","10111","2123977950","Coffee/Tea","2023-03-30T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","8","A","2023-03-30T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.759260547027","-73.977843784017","105","04","010400","1000000","1012660001","MN17"
"50124023","CAPT LOUI","Bronx","815","HUTCHINSON RIVER PARKWAY","10465","9736998434","Seafood","2023-07-19T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","27",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.823678037301","-73.836420051252","210","13","009000","2080263","2055597501","BX09"
"50033014","CROMPTON ALE HOUSE","Manhattan","159","WEST   26 STREET","10001","2126580089","American","2022-10-17T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","19",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.745486522177","-73.993031154604","105","03","009500","1015034","1008020008","MN17"
"41686535","NANKING","Queens","13407","ROCKAWAY BOULEVARD","11420","7183233555","Indian","2024-09-12T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","25",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.674578005688","-73.803887143572","410","28","018000","4253208","4117010007","QN55"
"50127838","PAPA JOHNS PIZZA","Staten Island","2175","HYLAN BOULEVARD","10306","9173026461","Pizza","2023-08-30T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","32","C","2023-08-30T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.577619532925","-74.102631045876","502","50","011402","5107527","5035910057","SI45"
"40377560","HOT POT","Queens","22813","MERRICK BOULEVARD","11413","7185253201","Caribbean","2023-08-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","10","A","2023-08-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.676626506659","-73.741990586543","413","31","063200","4445249","4129670019","QN66"
"50071991","BURRITO REPUBLIC","Queens","5915","71ST AVE","11385","9293376446","Mexican","2024-07-11T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2024-07-11T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.700650630371","-73.899263378462","405","30","058300","4084137","4035080039","QN20"
"50112427","HAPPY CANTEEN","Brooklyn","1801C","AVENUE U",,"6462678950","Japanese","2023-08-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","28",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","0","0",,,,,"3",
"41642950","CHECKERS","Queens","2712","QUEENS PLAZA SOUTH","11101","7183924252","Hamburgers","2022-10-17T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","27",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.750079317781","-73.939650886757","402","26","001900","4005053","4004220009","QN31"
"50138818","FULTON FOOD COURT","Brooklyn","1178","FULTON STREET","11216","3476930932","Middle Eastern","2025-05-12T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","81",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.680722848199","-73.953829086054","303","36","022700","3057764","3020170036","BK69"
"50116256","PITUSA BAKERY","Bronx","831","EAST  149 STREET","10455","8454068806","Bakery Products/Desserts","2022-02-22T00:00:00.000","Violations were cited in the following area(s).","05H","No facilities available to wash, rinse and sanitize utensils and/or equipment.","Critical","30",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.812433312955","-73.905191562704","201","08","007900","2004899","2026740017","BX34"
"40625346","ROLF'S","Manhattan","281","3 AVENUE","10010","2124774750","German","2023-03-16T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.","Critical","7","A","2023-03-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.738060990994","-73.983689457607","106","02","006400","1019649","1009020055","MN21"
"50148431","CHARLOTTE CAFE","Manhattan","2541","BROADWAY","10025","9292787458","Bakery Products/Desserts","2024-10-21T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","45",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.794079277123","-73.972216151606","107","06","018300","1033693","1012430010","MN12"
"50082137","GOCHUJANG","Manhattan","11","WEST   32 STREET","10001","9179023885","Korean","2024-10-16T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","5","A","2024-10-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.747407223937","-73.986090778063","105","04","007600","1015850","1008340033","MN17"
"50114172","NAMI NORI","Brooklyn","236","NORTH   12 STREET","11211","9179091299","Japanese","2022-11-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2022-11-04T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.719360564013","-73.952752430624","301","33","051900","3387771","3022920014","BK73"
"50038194","FIRST CHOICE RESTAURANT","Manhattan","3893A","BROADWAY","10032","2129276898","Chinese","2022-08-29T00:00:00.000","Violations were cited in the following area(s).","05F","Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures","Critical","40",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.837575087392","-73.942314197765","112","07","024500","1063363","1021370080","MN36"
"41391596","TROPICAL RESTAURANT","Queens","67-22","ROOSEVELT AVENUE","11377","7182056030","Latin American","2022-12-21T00:00:00.000","Violations were cited in the following area(s).","04E","Toxic chemical or pesticide improperly stored or used such that food contamination may occur.","Critical","39",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.746157629597","-73.897833721316","402","26","026300","4030279","4012990030","QN63"
"50059215","LA BELLA PIZZERIA","Queens","4706","GREENPOINT AVE","11104","7183928236","Pizza","2024-12-13T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.742550495224","-73.917676700201","402","26","023500","4001514","4001510029","QN31"
"41704868","TABU","Manhattan","227","DYCKMAN STREET","10034","2123040144","Latin American","2024-01-04T00:00:00.000","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","Not Critical","4","A","2024-01-04T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.865821045241","-73.927599875782","112","10","029500","1064934","1022370001","MN01"
